JobTitle,BasePay,OvertimePay,OtherPay,Benefits,TotalPay,TotalPayBenefits
special assistant 3,395357.75,0.0,440.0,192139.98,395797.75,587937.73
special assistant 8,3656.9,0.0,0.0,284.45,3656.9,3941.35
special assistant iii,70319.07,0.0,0.0,0.0,70319.07,70319.07
special assistant xiv,673.8,0.0,0.0,0.0,673.8,673.8
special assistant xv,85913.46,0.0,0.0,0.0,85913.46,85913.46
special assistant xvi,132242.5,0.0,0.0,0.0,132242.5,132242.5
special assistant xviii,61683.49,0.0,0.0,0.0,61683.49,61683.49
special assistant xxii,202121.64,0.0,0.0,0.0,202121.64,202121.64
special examiner,93263.99,1640.4,3783.75,11738.92,98688.14,110427.06
special nurse,170815071.87,3704585.42,14945830.68,14090192.09,189465487.97,203555680.06
specialist in aging 2,213889.76,0.0,1873.11,85691.43,215762.87,301454.3
specialist in aging ii,158231.74,0.0,1247.85,0.0,159479.59,159479.59
speech pathologist,3393526.31,0.0,13433.65,860837.58,3406959.96,4267797.54
sprv adult prob ofc (sfers),321128.4,0.0,0.0,115571.76,321128.4,436700.16
sprv adult probation ofc,3751337.21,0.0,29316.74,1221904.17,3780653.95,5002558.12
sprv clincal psychologist,1172189.93,0.0,970.0,396821.78,1173159.93,1569981.71
sprv electronic main tech,1380137.21,185325.66,36831.86,464611.88,1602294.73,2066906.61
"sprv prob ofc, juv court",2227007.58,5149.34,11822.25,712277.28,2243979.17,2956256.45
sprv wastewater cont inspector,1196453.28,16289.79,19209.54,429656.19,1231952.61,1661608.8
"sprv, traffic & street signs",992843.02,18454.05,818.34,372204.84,1012115.41,1384320.25
sr airport communications disp,2450775.42,170507.54,111339.32,966819.53,2732622.28,3699441.81
sr cent proc & dist tech,513961.01,9330.8,23793.3,203557.57,547085.11,750642.68
"sr cnselor, juv hall (sfers)",31491.03,0.0,80.2,0.0,31571.23,31571.23
sr community dev spec 2,7834633.02,0.0,47142.82,2715013.33,7881775.84,10596789.17
"sr counselor, juvenile hall",3098326.89,905889.29,86692.34,1207969.5,4090908.52,5298878.02
sr court staff attorney,1001387.94,0.0,31705.25,324925.04,1033093.19,1358018.23
sr district atty investigator,2076035.5,68084.84,211290.65,687823.63,2355410.99,3043234.62
sr employee asst counselor,277334.05,0.0,0.0,103733.5,277334.05,381067.55
sr environmental hlth insp,10720915.9,0.0,315952.99,3717827.85,11036868.89,14754696.74
sr fare collections receiver,2740802.88,310087.64,101160.8,1195279.81,3152051.32,4347331.13
sr general utility mechanic,170390.77,12678.91,1734.8,66500.3,184804.48,251304.78
sr human resources analyst,312700.43,0.0,20198.49,119233.69,332898.92,452132.61
"sr investigator, occ",653528.19,0.0,0.0,243835.33,653528.19,897363.52
sr light rail veh equip eng,448281.57,0.0,1530.04,138857.92,449811.61,588669.53
"sr marriage, fam & cld cnslr",2728933.74,20845.46,35848.6,1016654.73,2785627.8,3802282.53
sr materials & supplies sprv,255234.5,5846.31,571.66,118560.03,261652.47,380212.5
sr medical transcriber typist,184763.65,315.06,0.0,80505.86,185078.71,265584.57
sr opers mgr,94501.54,0.0,0.0,5503.65,94501.54,100005.19
sr payroll & personnel clerk,12812376.41,711896.89,208849.44,5332510.36,13733122.74,19065633.1
sr personal property auditor,3468563.35,0.0,57343.61,1277444.65,3525906.96,4803351.61
sr power generation tech,2245896.32,803783.11,96545.73,828483.16,3146225.16,3974708.32
sr psychiatric social worker,6752471.31,28123.83,264021.36,2557591.35,7044616.5,9602207.85
sr public defenders invstgtor,2005610.33,0.0,18899.86,739870.67,2024510.19,2764380.86
"sr sprv prob ofc, juv prob",115641.2,0.0,0.0,28095.41,115641.2,143736.61
"sr statnry eng, wtr treat plnt",4587554.55,475085.55,632676.05,1835628.23,5695316.15,7530944.38
sr transit information clerk,382738.53,18444.69,8799.86,177827.16,409983.08,587810.24
sr. community devl spc 1,11208196.38,0.0,59806.65,4277171.07,11268003.03,15545174.1
sr. environmental spec,5431614.61,0.0,28180.1,1981300.53,5459794.71,7441095.24
sr. microphoto/imaging tech.,912101.33,7702.46,10138.47,415524.1,929942.26,1345466.36
"sr. stationary eng, sew plant",10483256.45,994911.07,1008587.75,4071859.36,12486755.27,16558614.63
"srclaimsinvstgtor,cty atty ofc",1594030.59,0.0,8418.29,561390.27,1602448.88,2163839.15
stable attendant,809136.88,35315.43,43323.86,309706.41,887776.17,1197482.58
stage electrician,1367146.95,71533.55,33567.26,240442.77,1472247.76,1712690.53
"station agent, muni railway",10761431.95,3679925.76,492875.01,4472728.39,14934232.72,19406961.11
"station agent, municipal railway",3495571.38,1246569.18,156598.11,0.0,4898738.67,4898738.67
station officer,604983.37,31938.4,31530.31,0.0,668452.08,668452.08
"stationary eng, sewage plant",34600293.85,2815644.35,3154864.69,13830744.89,40570802.89,54401547.78
stationary engineer,57464605.46,6449218.07,6068917.43,17863933.11,69982740.96,87846674.07
"stationary engineer, sewage plant",10655173.93,716349.91,955185.08,0.0,12326708.92,12326708.92
"stationary engineer, water treatment plant",2604400.45,185746.94,306786.19,0.0,3096933.58,3096933.58
statistician,225222.56,0.0,0.0,60519.35,225222.56,285741.91
statnry eng water treat plant,8581142.85,650491.79,1045381.85,3438208.11,10277016.49,13715224.6
stdntdsgn train2/arch/eng/plng,3253916.13,18284.35,1622.54,404675.61,3273823.02,3678498.63
"stdntdsgntrain1, arch/eng/plng",5961595.19,31460.09,4409.03,676223.99,5997464.31,6673688.3
"stdntdsgntrain3, arch/eng/plng",3310105.79,8916.4,2947.29,299204.87,3321969.48,3621174.35
steamfitter,5143563.72,280325.34,235656.72,1398831.51,5659545.78,7058377.29
steamfitter assistant supervisor,207716.28,9139.66,6315.13,0.0,223171.07,223171.07
steamfitter supervisor i,559237.18,31443.34,19250.03,193061.49,609930.55,802992.04
storekeeper,6442573.78,180089.07,184587.95,2266057.27,6807250.8,9073308.07
stores & equip asst sprv,528684.29,21361.22,24204.04,227560.78,574249.55,801810.33
stores and equipment assistant supervisor,75399.6,0.0,456.0,0.0,75855.6,75855.6
street environ svcs oprs supv,2879552.92,230760.94,79926.66,1080310.18,3190240.52,4270550.7
street environmental services operations supervi,824258.62,64543.49,29530.94,0.0,918333.05,918333.05
street inspection supervisor,804021.13,9192.1,973.12,220841.59,814186.35,1035027.94
street inspector,5589548.02,435388.74,74312.37,1781710.36,6099249.13,7880959.49
street repair supervisor 2,791937.29,114855.41,40743.96,278367.98,947536.66,1225904.64
street repair supervisor ii,194129.58,19752.62,9337.15,0.0,223219.35,223219.35
structural engineer,3162620.55,0.0,16370.17,779304.84,3178990.72,3958295.56
student design trainee 1/arc-eng-plng,1363206.88,2351.85,1062.37,0.0,1366621.1,1366621.1
student design trainee 2/arc-eng-plng,867888.26,759.15,689.0,0.0,869336.41,869336.41
student design trainee 3/arc-eng-plng,929801.09,2980.82,1422.46,0.0,934204.37,934204.37
sup ct admin secretary,99275.5,0.0,19094.17,50539.61,118369.67,168909.28
sup welfare fraud investigator,309636.94,0.0,0.0,111097.36,309636.94,420734.3
superintendent of water treatment facilities,229739.37,0.0,23674.83,0.0,253414.2,253414.2
superior court judge,1416260.34,0.0,881555.96,504194.2,2297816.3,2802010.5
supervising adult probation officer,1189990.92,0.0,10460.35,0.0,1200451.27,1200451.27
supervising auditor,751394.7,0.0,4456.54,0.0,755851.24,755851.24
supervising biologist,541638.7,0.0,17945.09,0.0,559583.79,559583.79
supervising building and grounds patrol officer,120636.84,2932.44,4091.5,0.0,127660.78,127660.78
supervising chemist,1021483.07,0.0,40541.58,0.0,1062024.65,1062024.65
supervising clinical psychologist,258497.97,0.0,1786.49,0.0,260284.46,260284.46
supervising court administrative secretary,86707.26,0.0,0.0,0.0,86707.26,86707.26
supervising electronic maintenance technician,449184.65,33922.73,14152.94,0.0,497260.32,497260.32
"supervising mediator, ufcs",107460.74,0.0,3353.32,49207.23,110814.06,160021.29
supervising parts storekeeper,273538.81,104808.81,1170.14,85567.86,379517.76,465085.62
supervising pharmacist,4276505.18,4547.54,49004.93,967399.63,4330057.65,5297457.28
supervising physician spec,9638528.57,0.0,352171.88,2721143.28,9990700.45,12711843.73
supervising physician specialist,3511749.03,0.0,96191.11,0.0,3607940.14,3607940.14
"supervising probation officer, juvenile court",494233.12,4793.25,280.92,0.0,499307.29,499307.29
supervising purchaser,1912968.98,0.0,35860.73,436404.02,1948829.71,2385233.73
supervising wastewater control inspector,212211.05,9033.95,1009.38,0.0,222254.38,222254.38
supervising welfare fraud investigator,93878.75,0.0,0.0,0.0,93878.75,93878.75
"supervisor, traffic and street signs",258382.06,3352.01,868.48,0.0,262602.55,262602.55
supply room attendant,63779.45,2077.2,854.33,33930.0,66710.98,100640.98
supply room attendent,45280.11,1003.52,570.73,0.0,46854.36,46854.36
supt water treatment fac,564248.5,7423.14,54424.85,194149.07,626096.49,820245.56
supv biologist,1785118.75,0.0,23543.86,600149.19,1808662.61,2408811.8
supv bldg grounds patrol ofcr,427525.05,2965.73,16183.62,200683.47,446674.4,647357.87
supv chemist,3378939.0,0.0,34342.81,1140006.1,3413281.81,4553287.91
surgical procedures technician,3549863.26,561893.48,165900.74,1219406.57,4277657.48,5497064.05
survey assistant i,2099529.75,44187.21,1385.0,877908.06,2145101.96,3023010.02
survey assistant ii,3228851.11,75600.69,21138.08,1076112.93,3325589.88,4401702.81
survey assistnat i,773935.67,13896.49,6629.11,0.0,794461.27,794461.27
survey associate,4054534.24,225489.06,71973.84,1164530.67,4351997.14,5516527.81
swimming instr/pool lifeguard,1738522.25,811.84,64396.96,936701.88,1803731.05,2740432.93
swimming instructor,697720.27,183.59,9888.15,91849.26,707792.01,799641.27
swimming instructor/pool lifeguard,1542245.77,4537.37,41103.57,0.0,1587886.71,1587886.71
switch repairer,1689627.29,814451.52,134556.38,569026.32,2638635.19,3207661.51
telecommunications tech supv,334663.76,39947.07,78571.79,116052.07,453182.62,569234.69
telecommunications technician supervisor,103467.62,12696.77,29354.88,0.0,145519.27,145519.27
telephone operator,1508535.2,63667.36,39346.78,610774.18,1611549.34,2222323.52
testing technician,604141.97,32377.37,0.0,14724.91,636519.34,651244.25
therapy aide,2230976.03,2330.95,39753.51,952105.93,2273060.49,3225166.42
tile setter,555972.58,10334.97,8958.03,146333.66,575265.58,721599.24
"track maint supt, muni railway",167689.85,0.0,22106.0,72144.16,189795.85,261940.01
track maint wrk sprv 1,1784365.44,1164119.78,183113.65,742736.92,3131598.87,3874335.79
"track maintenance superintendent,municipal railway",92168.64,0.0,146.0,0.0,92314.64,92314.64
track maintenance worker,6163354.16,2119910.08,602861.57,2196901.22,8886125.81,11083027.03
track maintenance worker supervisor i,575598.02,327377.04,28747.53,0.0,931722.59,931722.59
traf signal electrician sup i,1130739.33,138879.68,59519.46,351127.14,1329138.47,1680265.61
traf signal electrician sup ii,501864.74,113.15,22328.05,126260.08,524305.94,650566.02
traffic hearing officer,76173.65,0.0,53439.37,0.0,129613.02,129613.02
traffic sign manager,298777.09,0.0,450.0,69661.87,299227.09,368888.96
traffic signal electrician,6475446.68,969095.92,158586.56,1725345.27,7603129.16,9328474.43
traffic signal operator,143533.61,1543.65,716.81,68211.74,145794.07,214005.81
traffic survey technician,3461421.15,66971.65,60975.93,1145261.47,3589368.73,4734630.2
train controller,5730888.41,2106527.88,533083.69,1600287.53,8370499.98,9970787.51
training coordinator,291504.7,0.0,3486.0,84102.6,294990.7,379093.3
training officer,6077644.22,0.0,33136.69,1787745.67,6110780.91,7898526.58
training technician,252901.67,0.0,10051.56,67106.87,262953.23,330060.1
trans and dist line worker,2943879.81,462815.92,466844.38,1057320.19,3873540.11,4930860.3
trans safety specialist,2972535.87,221979.71,219606.35,1031445.31,3414121.93,4445567.24
transcriber typist,1637360.18,385.62,32238.66,586052.98,1669984.46,2256037.44
transit car cleaner,17514820.48,4309113.97,2481722.12,6695457.94,24305656.57,31001114.51
transit car cleaner assistant supervisor,468965.77,157874.79,72285.37,0.0,699125.93,699125.93
transit car cleaner asst sprv,1539431.96,293972.91,205593.13,729568.81,2038998.0,2768566.81
transit fare insp. sup/invst.,1363728.74,6435.16,85206.78,501918.37,1455370.68,1957289.05
transit fare inspector,9891568.58,510848.41,479914.63,3998855.25,10882331.62,14881186.87
transit information clerk,942900.21,2996.65,23678.36,304504.75,969575.22,1274079.97
transit manager 1,2113603.31,28104.68,42313.22,751668.12,2184021.21,2935689.33
transit manager 2,3125986.85,76950.87,396020.17,1129972.96,3598957.89,4728930.85
transit manager i,834417.42,0.0,22723.08,0.0,857140.5,857140.5
transit manager ii,1235429.14,0.0,62081.02,0.0,1297510.16,1297510.16
transit operations specialist,2234102.03,602369.73,181286.77,592900.32,3017758.53,3610658.85
transit operator,477361633.5,105486425.87,19900985.95,192473984.24,602749045.32,795223029.56
transit paint shop sprv1,151271.95,24722.6,29954.4,60746.7,205948.95,266695.65
transit paint shop supervisor i,97463.33,18713.04,15280.68,0.0,131457.05,131457.05
transit planner 2,1485138.7,0.0,16842.52,604234.34,1501981.22,2106215.56
transit planner 4,3391635.99,0.0,38937.43,1149874.55,3430573.42,4580447.97
transit planner ii,748954.94,0.0,1160.5,0.0,750115.44,750115.44
transit planner iii,4129927.32,0.0,33365.9,1126975.79,4163293.22,5290269.01
transit planner iv,1587556.99,0.0,25868.38,0.0,1613425.37,1613425.37
transit power cable splicer,416378.62,61325.6,10568.53,143640.42,488272.75,631913.17
transit power line sprv1,1778556.24,882662.61,98814.19,659841.22,2760033.04,3419874.26
transit power line supervisor i,582589.77,141436.39,36897.85,0.0,760924.01,760924.01
transit power line worker,6475788.28,2507442.95,397138.2,1840123.19,9380369.43,11220492.62
transit power line worker supervisor ii,107916.0,25657.52,2233.0,0.0,135806.52,135806.52
transit supervisor,63210741.36,22924082.58,3592302.85,19272921.59,89727126.79,109000048.38
transit traffic checker,1556467.13,36505.38,43839.72,522043.71,1636812.23,2158855.94
transmission and distribution line worker,973049.28,107352.18,106818.92,0.0,1187220.38,1187220.38
transmission line supervisor 1,1019328.87,217653.82,213797.16,352729.97,1450779.85,1803509.82
transmission line supervisor i,294217.32,58045.81,64740.13,0.0,417003.26,417003.26
transportation planner ii,1101288.8,0.0,504.0,432965.81,1101792.8,1534758.61
transportation planner iii,1883407.63,0.0,7026.4,671937.5,1890434.03,2562371.53
transportation planner iv,1691523.49,0.0,46891.4,571233.27,1738414.89,2309648.16
transportation safety specialist,935081.92,51529.87,69808.76,0.0,1056420.55,1056420.55
treasurer,678151.97,0.0,0.0,176219.3,678151.97,854371.27
tree topper,1485773.39,53278.39,45108.66,0.0,1584160.44,1584160.44
tree topper supervisor i,605332.92,39357.21,39640.57,0.0,684330.7,684330.7
tree topper supervisor ii,82303.6,0.0,0.0,0.0,82303.6,82303.6
trial delay reduction coordinator,83693.42,0.0,609.6,0.0,84303.02,84303.02
trnst power line wrk sprv 2,341611.85,177777.92,7012.74,117926.81,526402.51,644329.32
truck driver,43993504.47,3147126.87,2210247.29,13211081.03,49350878.63,62561959.66
undersheriff,625171.13,994.29,111802.03,146116.58,737967.45,884084.03
undersheriff (sfers),129944.31,0.0,7796.69,37886.17,137741.0,175627.17
unit clerk,15018852.56,334995.35,599483.3,5069805.55,15953331.21,21023136.76
urban forestry inspector,850575.39,6073.94,13427.65,253608.11,870076.98,1123685.09
utility analyst,4577656.81,2945.29,30304.66,1553389.01,4610906.76,6164295.77
utility plumber,19498831.18,2303626.19,1532919.53,5499320.33,23335376.9,28834697.23
utility plumber apprentice,3524641.44,636003.76,278006.92,1084861.99,4438652.12,5523514.11
utility plumber supervisor 1,8455244.65,1873083.45,987512.92,3098769.46,11315841.02,14414610.48
utility plumber supervisor 2,2583179.36,408576.72,411815.59,906137.32,3403571.67,4309708.99
utility plumber supervisor i,2915332.3,498019.39,325993.41,0.0,3739345.1,3739345.1
utility plumber supervisor ii,916962.08,95556.75,198072.56,0.0,1210591.39,1210591.39
utility specialist,21458087.1,1081.77,487767.93,5618074.78,21946936.8,27565011.58
vendor,1024271.29,81504.46,7482.17,0.0,1113257.92,1113257.92
vet laboratory technologist,132023.42,686.12,31468.61,52080.61,164178.15,216258.76
veterniary laboratory technologist,38475.2,533.76,301.35,0.0,39310.31,39310.31
victim & witness technician,108882.06,0.0,5950.92,29882.67,114832.98,144715.65
victim/witness investigator 1,3050285.29,0.0,76188.29,1335767.82,3126473.58,4462241.4
victim/witness investigator 2,1311191.31,0.0,24701.99,544714.32,1335893.3,1880607.62
victim/witness investigator 3,3384007.4,0.0,36009.59,1283600.52,3420016.99,4703617.51
victim/witness investigator i,866883.21,0.0,3311.74,0.0,870194.95,870194.95
victim/witness investigator ii,516268.21,0.0,3640.0,0.0,519908.21,519908.21
victim/witness investigator iii,860267.65,0.0,3100.0,0.0,863367.65,863367.65
volunteer/outreach coord,1914327.83,868.68,11676.56,759265.44,1926873.07,2686138.51
volunteer/outreach coordinator,483329.11,0.0,6.53,0.0,483335.64,483335.64
warehouse worker,0.0,0.0,3369.71,0.0,3369.71,3369.71
wastewater control inspector,2650729.58,82689.05,16884.02,725797.58,2750302.65,3476100.23
water & power maint sprv 1,857242.89,73318.89,16867.84,318639.21,947429.62,1266068.83
water and power maintenance supervisor i,264587.34,17780.6,18116.7,0.0,300484.64,300484.64
water conservation admin,1346892.56,0.0,22737.61,536123.88,1369630.17,1905754.05
water conservation administrator,402231.05,0.0,0.0,0.0,402231.05,402231.05
water const&main supt,541548.27,109145.92,141725.22,190002.8,792419.41,982422.21
water construction and maintenance superintendent,231786.03,19045.01,49874.33,0.0,300705.37,300705.37
water meter repairer,1596383.66,42971.48,7423.99,488614.88,1646779.13,2135394.01
water meter shop supervisor 1,142268.43,0.0,6632.6,56926.79,148901.03,205827.82
water operations analyst,4663974.22,11141.03,76927.61,1150337.12,4752042.86,5902379.98
water quality tech iii,1664188.36,41098.94,138.08,651844.23,1705425.38,2357269.61
water quality technician,2090246.5,87748.64,26321.69,822602.04,2204316.83,3026918.87
water quality technician i/ii,1906928.57,72924.95,9182.43,0.0,1989035.95,1989035.95
water quality technician iii,500606.52,2052.63,1060.0,0.0,503719.15,503719.15
water qualitytech i/ii,4286023.07,218157.43,21021.04,1818551.42,4525201.54,6343752.96
water service inspector,9404479.51,198711.99,280798.61,2648936.86,9883990.11,12532926.97
watershed forester,591507.03,0.0,8972.0,244715.01,600479.03,845194.04
watershed forester manager,185755.09,0.0,0.0,0.0,185755.09,185755.09
watershed keeper,5947124.25,341503.34,248753.48,2054490.75,6537381.07,8591871.82
watershed keeper supervisor,791505.51,49138.91,45651.3,245953.23,886295.72,1132248.95
watershed worker (seasonal),1085905.16,2481.53,0.0,32425.69,1088386.69,1120812.38
welder,2929673.67,1216743.55,126866.61,915334.93,4273283.83,5188618.76
welfare fraud investigator,1775189.79,0.0,312.0,486968.49,1775501.79,2262470.28
wharfinger 1,152218.06,6874.27,0.0,54773.0,159092.33,213865.33
wharfinger 2,735913.11,2017.69,13125.22,296189.96,751056.02,1047245.98
wharfinger i,64219.48,0.0,1040.0,0.0,65259.48,65259.48
wharfinger ii,171196.8,748.05,1568.71,0.0,173513.56,173513.56
window cleaner,4289537.06,1500.07,104891.33,1398397.16,4395928.46,5794325.62
window cleaner supervisor,294815.85,497.37,5385.06,93114.15,300698.28,393812.43
wire rope cable maint mechanic,1844258.02,1204820.54,317267.22,798777.25,3366345.78,4165123.03
wire rope cable maint sprv,278255.24,247340.77,83505.15,117253.81,609101.16,726354.97
wire rope cable maintenance mechanic,601947.54,273276.75,285363.65,0.0,1160587.94,1160587.94
wire rope cable maintenance supervisor,85624.87,66164.73,47839.37,0.0,199628.97,199628.97
worker's comp supervisor 1,964142.15,0.0,21308.01,360307.28,985450.16,1345757.44
worker's compensation adjuster,6899619.24,2216.02,71433.83,2077339.54,6973269.09,9050608.63
worker's compensation supervisor i,454830.7,0.0,272.93,0.0,455103.63,455103.63
x-ray laboratory aide,5847922.81,441228.52,163595.83,1869718.05,6452747.16,8322465.21
youth comm advisor,156311.83,0.0,9345.4,74816.97,165657.23,240474.2
"youth commission advisor, board of supervisors",52609.91,0.0,1022.96,0.0,53632.87,53632.87
zoo curator,43148.0,0.0,23538.56,0.0,66686.56,66686.56
